year,month,user_account_id,user_lifetime,user_intake,user_no_outgoing_activity_in_days,user_account_balance_last,user_spendings,user_has_outgoing_calls,user_has_outgoing_sms,user_use_gprs,user_does_reload,reloads_inactive_days,reloads_count,reloads_sum,calls_outgoing_count,calls_outgoing_spendings,calls_outgoing_duration,calls_outgoing_spendings_max,calls_outgoing_duration_max,calls_outgoing_inactive_days,calls_outgoing_to_onnet_count,calls_outgoing_to_onnet_spendings,calls_outgoing_to_onnet_duration,calls_outgoing_to_onnet_inactive_days,calls_outgoing_to_offnet_count,calls_outgoing_to_offnet_spendings,calls_outgoing_to_offnet_duration,calls_outgoing_to_offnet_inactive_days,calls_outgoing_to_abroad_count,calls_outgoing_to_abroad_spendings,calls_outgoing_to_abroad_duration,calls_outgoing_to_abroad_inactive_days,sms_outgoing_count,sms_outgoing_spendings,sms_outgoing_spendings_max,sms_outgoing_inactive_days,sms_outgoing_to_onnet_count,sms_outgoing_to_onnet_spendings,sms_outgoing_to_onnet_inactive_days,sms_outgoing_to_offnet_count,sms_outgoing_to_offnet_spendings,sms_outgoing_to_offnet_inactive_days,sms_outgoing_to_abroad_count,sms_outgoing_to_abroad_spendings,sms_outgoing_to_abroad_inactive_days,sms_incoming_count,sms_incoming_spendings,sms_incoming_from_abroad_count,sms_incoming_from_abroad_spendings,gprs_session_count,gprs_usage,gprs_spendings,gprs_inactive_days,last_100_reloads_count,last_100_reloads_sum,last_100_calls_outgoing_duration,last_100_calls_outgoing_to_onnet_duration,last_100_calls_outgoing_to_offnet_duration,last_100_calls_outgoing_to_abroad_duration,last_100_sms_outgoing_count,last_100_sms_outgoing_to_onnet_count,last_100_sms_outgoing_to_offnet_count,last_100_sms_outgoing_to_abroad_count,last_100_gprs_usage,churn
2013,6,417882,521,0,1,17.85,10.3,1,1,0,1,2,1,10.0,72,8.22,52.23,0.94,5.45,1,1,0.94,2.7,1,28,4.9,32.65,1,3,1.08,4.12,1,28,2.08,0.11,1,7,0.42,1,13,0.78,1,8,0.88,1,4,0.0,2,0.0,0,0.0,0.0,1276,3,30.0,141.25,6.72,98.4,9.15,54,19,26,9,0.0,0
2013,6,332391,1469,0,1,4.0,7.85,1,1,0,1,1,2,8.0,34,7.67,52.32,4.54,30.23,2,0,0.0,0.0,2,14,7.52,50.1,2,4,0.0,0.0,2,5,0.18,0.06,1,0,0.0,1,3,0.18,1,0,0.0,1,13,0.0,2,0.0,0,0.0,0.0,1276,3,12.0,85.12,0.0,70.6,0.0,9,0,5,0,0.0,0
2013,6,164733,1985,0,1,10.73,3.5,1,0,0,1,19,1,12.0,27,3.5,20.97,0.32,1.77,1,0,0.0,0.0,1,17,3.12,17.32,1,0,0.0,0.0,1,0,0.0,0.0,1276,0,0.0,1276,0,0.0,1276,0,0.0,1276,5,0.0,1,0.0,0,0.0,0.0,1276,2,18.0,56.0,0.0,47.33,0.0,0,0,0,0,0.0,0
2013,7,1172688,15916,0,100,0.0,0.0,0,0,0,0,91,0,0.0,0,0.0,0.0,0.0,0.0,91,0,0.0,0.0,91,0,0.0,0.0,91,0,0.0,0.0,91,0,0.0,0.0,91,0,0.0,91,0,0.0,91,0,0.0,91,0,0.0,0,0.0,0,0.0,0.0,91,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0
2013,6,218599,1606,0,1,3.0,115.29,1,1,0,1,2,17,116.0,1104,94.33,539.33,8.93,16.12,2,0,0.0,0.0,2,904,43.78,291.88,2,0,0.0,0.0,2,357,20.96,0.25,1,230,13.38,1,125,7.08,1,0,0.0,1,49,0.0,0,0.0,0,0.0,0.0,1276,45,220.0,1036.52,0.0,599.93,0.0,896,540,354,0,0.0,1
2013,6,946840,322,0,1,3.56,109.89,1,1,1,1,13,2,108.09,23,102.88,59.7,15.89,7.95,4,0,0.0,0.0,4,2,0.56,3.75,4,0,0.0,0.0,4,24,1.26,0.06,3,0,0.0,3,21,1.26,3,0,0.0,3,15,0.0,0,0.0,925,135.36,5.75,1,9,108.09,62.7,0.0,6.75,0.0,25,0,22,0,124.83,1
2013,6,1160320,15885,0,1,0.0,0.0,1,0,0,0,55,0,0.0,7,0.0,0.0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0,1,0,0.0,0.0,1276,0,0.0,1276,0,0.0,1276,0,0.0,1276,0,0.0,0,0.0,0,0.0,0.0,1276,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0
2013,6,160815,1980,0,1,4.8,5.54,1,1,0,1,1,2,8.0,24,5.36,31.53,2.2,12.2,1,0,0.0,0.0,1,14,5.18,28.77,1,0,0.0,0.0,1,2,0.18,0.09,24,0,0.0,24,2,0.18,24,0,0.0,24,3,0.0,0,0.0,0,0.0,0.0,1276,4,18.0,87.98,0.0,60.45,0.0,12,0,10,0,0.0,0
2013,6,990192,408,0,1,20.06,3.48,1,1,0,1,6,1,12.0,4,0.0,1.25,0.0,0.83,6,0,0.0,0.0,6,0,0.0,0.0,6,0,0.0,0.0,6,58,3.48,0.06,1,58,3.48,1,0,0.0,1,0,0.0,1,3,0.0,0,0.0,0,0.0,0.0,1276,2,24.0,10.78,0.0,7.08,0.0,191,189,2,0,0.0,0
2013,6,341613,1383,0,71,5.5,0.0,0,0,0,0,1276,0,0.0,0,0.0,0.0,0.0,0.0,71,0,0.0,0.0,71,0,0.0,0.0,71,0,0.0,0.0,71,0,0.0,0.0,1276,0,0.0,1276,0,0.0,1276,0,0.0,1276,3,0.0,0,0.0,0,0.0,0.0,1276,0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0.0,1
2013,6,39487,580,0,3,28.5,2.23,1,1,0,1,3,1,24.02,15,2.23,15.88,0.35,2.32,3,0,0.0,0.0,3,12,2.08,13.87,3,0,0.0,0.0,3,1,0.0,0.0,3,0,0.0,3,0,0.0,3,0,0.0,3,6,0.0,0,0.0,0,0.0,0.0,1276,5,32.015,57.15,0.0,48.98,0.0,4,0,2,0,0.0,0
2013,8,1191214,15947,0,8,0.0,0.0,0,0,0,1,8,1,0.0,0,0.0,0.0,0.0,0.0,1338,0,0.0,0.0,1338,0,0.0,0.0,1338,0,0.0,0.0,1338,0,0.0,0.0,1338,0,0.0,1338,0,0.0,1338,0,0.0,1338,0,0.0,0,0.0,0,0.0,0.0,1338,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1
2013,6,1034138,138,0,1,2.22,9.91,1,1,1,0,1276,0,0.0,84,6.07,41.27,0.35,2.3,1,0,0.0,0.0,1,64,4.77,31.78,1,0,0.0,0.0,1,64,3.84,0.06,2,3,0.18,2,61,3.66,2,0,0.0,2,18,0.0,0,0.0,3,0.3,0.0,25,0,0.0,74.18,0.0,62.95,0.0,63,3,59,0,0.3,0
2013,6,421705,645,0,1,6.03,18.09,1,0,0,1,12,1,12.02,65,18.09,122.5,6.05,40.35,1,0,0.0,0.0,1,38,6.63,44.2,1,0,0.0,0.0,1,0,0.0,0.0,1276,0,0.0,1276,0,0.0,1276,0,0.0,1276,3,0.0,0,0.0,0,0.0,0.0,1276,7,48.03,289.08,0.0,131.85,0.0,0,0,0,0,0.0,0
2013,6,244816,1763,0,2,12.05,23.85,1,1,0,1,4,4,29.95,30,0.15,10.88,0.15,1.13,3,0,0.0,0.0,3,5,0.15,1.0,3,0,0.0,0.0,3,720,23.7,0.06,2,0,0.0,2,397,23.7,2,0,0.0,2,11,0.0,0,0.0,0,0.0,0.0,1276,28,63.665,28.27,0.0,3.1,0.0,1396,0,879,1,0.0,0
2013,6,36331,15885,0,5,0.0,0.0,1,0,0,0,1276,0,0.0,1,0.0,0.0,0.0,0.0,5,0,0.0,0.0,5,0,0.0,0.0,5,0,0.0,0.0,5,0,0.0,0.0,1276,0,0.0,1276,0,0.0,1276,0,0.0,1276,0,0.0,0,0.0,0,0.0,0.0,1276,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1
2013,6,384198,1097,0,2,28.87,10.09,1,1,0,1,8,1,12.0,40,10.09,59.28,2.4,8.0,2,0,0.0,0.0,2,15,3.06,20.38,2,0,0.0,0.0,2,5,0.0,0.0,10,0,0.0,10,0,0.0,10,0,0.0,10,9,0.0,0,0.0,0,0.0,0.0,1276,2,32.0,143.23,0.0,39.02,0.0,7,0,0,0,0.0,0
2013,8,1196334,15947,0,1,0.0,0.0,0,0,0,1,1,1,0.0,0,0.0,0.0,0.0,0.0,1338,0,0.0,0.0,1338,0,0.0,0.0,1338,0,0.0,0.0,1338,0,0.0,0.0,1338,0,0.0,1338,0,0.0,1338,0,0.0,1338,0,0.0,0,0.0,0,0.0,0.0,1338,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1
2013,6,375116,1040,0,1,7.77,3.9,1,1,0,1,16,1,1.5,5,0.3,2.0,0.15,1.0,1,0,0.0,0.0,1,2,0.3,2.0,1,0,0.0,0.0,1,60,3.6,0.06,1,3,0.18,1,57,3.42,1,0,0.0,1,7,0.0,0,0.0,0,0.0,0.0,1276,1,1.5,15.75,0.0,14.4,0.0,144,11,132,0,0.0,0
2013,6,424804,753,0,1276,0.0,0.0,0,0,0,0,1276,0,0.0,0,0.0,0.0,0.0,0.0,1276,0,0.0,0.0,1276,0,0.0,0.0,1276,0,0.0,0.0,1276,0,0.0,0.0,1276,0,0.0,1276,0,0.0,1276,0,0.0,1276,2,0.0,0,0.0,0,0.0,0.0,1276,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0
2013,6,1150787,75,0,27,5.0,0.0,0,0,0,1,27,1,5.0,0,0.0,0.0,0.0,0.0,57,0,0.0,0.0,57,0,0.0,0.0,57,0,0.0,0.0,57,0,0.0,0.0,1276,0,0.0,1276,0,0.0,1276,0,0.0,1276,0,0.0,0,0.0,0,0.0,0.0,1276,4,15.0,6.17,0.0,0.0,0.0,0,0,0,0,0.0,0
2013,8,1190222,15947,0,8,0.0,0.0,0,0,0,1,8,1,0.0,0,0.0,0.0,0.0,0.0,1338,0,0.0,0.0,1338,0,0.0,0.0,1338,0,0.0,0.0,1338,0,0.0,0.0,1338,0,0.0,1338,0,0.0,1338,0,0.0,1338,0,0.0,0,0.0,0,0.0,0.0,1338,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1
2013,6,31115,199,0,1,27.45,40.99,1,1,1,1,2,11,67.55,210,8.61,59.4,0.93,6.2,1,0,0.0,0.0,1,57,8.21,54.87,1,0,0.0,0.0,1,571,30.38,0.11,1,45,0.18,1,509,29.76,1,0,0.0,1,64,0.0,0,0.0,685,224.87,2.0,1,58,188.745,367.33,1.95,293.43,3.82,1671,45,1548,42,347.52,0
2013,8,1190272,15947,0,8,0.0,0.0,0,0,0,1,8,1,0.0,0,0.0,0.0,0.0,0.0,1338,0,0.0,0.0,1338,0,0.0,0.0,1338,0,0.0,0.0,1338,0,0.0,0.0,1338,0,0.0,1338,0,0.0,1338,0,0.0,1338,0,0.0,0,0.0,0,0.0,0.0,1338,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0
2013,6,1104393,199,0,1,11.6,14.88,1,1,0,1,27,1,5.0,34,5.31,38.2,2.8,18.68,1,0,0.0,0.0,1,16,5.31,35.4,1,3,0.0,0.0,1,144,9.57,0.11,1,14,0.78,1,108,6.48,1,21,2.31,1,12,0.0,1,0.0,0,0.0,0.0,62,4,35.0,124.03,0.0,107.77,0.63,436,44,351,40,0.3,0
2013,6,395254,744,0,3,57.1,0.0,1,0,0,0,1276,0,0.0,10,0.0,0.0,0.0,0.0,3,0,0.0,0.0,3,0,0.0,0.0,3,0,0.0,0.0,3,0,0.0,0.0,1276,0,0.0,1276,0,0.0,1276,0,0.0,1276,0,0.0,0,0.0,0,0.0,0.0,1276,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0
2013,6,1166801,6,1,1,1.59,5.97,1,1,0,1,4,4,7.8,80,0.75,28.68,0.15,3.42,1,0,0.0,0.0,1,38,0.75,5.0,1,0,0.0,0.0,1,153,5.22,0.06,2,0,0.0,2,87,5.22,2,0,0.0,2,59,0.0,0,0.0,0,0.0,0.0,1276,6,4.9,25.97,0.0,3.0,0.0,140,0,74,0,0.0,0
2013,6,1041828,307,0,11,0.0,0.0,1,0,0,0,1276,0,0.0,1,0.0,0.37,0.0,0.37,11,0,0.0,0.0,11,0,0.0,0.0,11,0,0.0,0.0,11,0,0.0,0.0,1276,0,0.0,1276,0,0.0,1276,0,0.0,1276,0,0.0,0,0.0,0,0.0,0.0,1276,0,0.0,44.07,0.0,30.65,0.0,0,0,0,0,0.0,0
2013,6,425901,15885,0,40,0.0,0.0,0,0,0,0,1276,0,0.0,0,0.0,0.0,0.0,0.0,40,0,0.0,0.0,40,0,0.0,0.0,40,0,0.0,0.0,40,0,0.0,0.0,1276,0,0.0,1276,0,0.0,1276,0,0.0,1276,0,0.0,0,0.0,0,0.0,0.0,1276,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1
2013,6,942077,263,0,3,9.05,1.77,1,1,0,1,19,1,6.0,54,1.05,26.45,0.15,1.93,3,0,0.0,0.0,3,17,1.05,7.0,3,0,0.0,0.0,3,13,0.72,0.06,8,0,0.0,8,12,0.72,8,0,0.0,8,7,0.0,0,0.0,0,0.0,0.0,81,2,12.0,39.95,0.0,13.0,0.0,33,0,23,0,0.92,0
2013,6,433212,15865,1,1,8.43,15.57,1,1,0,1,15,2,24.0,91,9.34,62.42,0.57,3.27,1,0,0.0,0.0,1,55,7.41,49.42,1,0,0.0,0.0,1,103,6.23,0.11,1,0,0.0,1,102,6.12,1,0,0.0,1,25,0.0,0,0.0,0,0.0,0.0,1276,4,24.0,61.42,0.0,48.42,0.0,98,0,97,0,0.0,0
2013,6,309523,1330,0,4,8.13,0.15,1,0,0,0,1276,0,0.0,3,0.15,1.0,0.15,1.0,4,0,0.0,0.0,4,3,0.15,1.0,4,0,0.0,0.0,4,0,0.0,0.0,33,0,0.0,33,0,0.0,33,0,0.0,33,3,0.0,0,0.0,0,0.0,0.0,1276,0,0.0,5.93,0.0,4.93,0.0,1,0,1,0,0.0,1
2013,6,366725,1157,0,1,4.75,9.35,1,1,0,1,11,1,4.0,20,0.81,7.82,0.21,1.4,1,0,0.0,0.0,1,10,0.66,4.4,1,0,0.0,0.0,1,121,8.54,0.11,2,5,0.3,2,86,5.16,2,0,0.0,2,16,0.0,0,0.0,0,0.0,0.0,1276,3,20.0,55.78,0.0,33.33,0.0,410,5,309,0,0.0,0
2013,6,1100434,110,0,1,9.74,14.5,1,1,0,1,6,1,12.0,51,11.62,77.43,1.12,7.47,1,0,0.0,0.0,1,34,5.81,38.7,1,0,0.0,0.0,1,49,2.88,0.06,3,9,0.54,3,39,2.34,3,0,0.0,3,9,0.0,1,0.0,0,0.0,0.0,1276,4,60.0,293.47,0.0,184.22,3.0,140,28,107,0,0.0,0
2013,6,931339,541,0,1,17.41,7.56,1,1,0,1,16,3,13.5,37,2.16,27.42,0.38,3.85,1,0,0.0,0.0,1,15,1.98,18.55,1,0,0.0,0.0,1,90,5.4,0.06,1,16,0.96,1,74,4.44,1,0,0.0,1,10,0.0,0,0.0,0,0.0,0.0,1276,10,57.5,127.02,0.0,67.7,0.0,185,56,120,0,0.0,0
2013,6,1041601,208,0,30,0.01,0.0,0,0,0,0,1276,0,0.0,0,0.0,0.0,0.0,0.0,30,0,0.0,0.0,30,0,0.0,0.0,30,0,0.0,0.0,30,0,0.0,0.0,1276,0,0.0,1276,0,0.0,1276,0,0.0,1276,0,0.0,0,0.0,0,0.0,0.0,1276,0,0.0,0.37,0.0,0.0,0.0,0,0,0,0,0.0,1
2013,6,1099394,15885,0,1276,0.0,0.0,0,0,0,0,1276,0,0.0,0,0.0,0.0,0.0,0.0,1276,0,0.0,0.0,1276,0,0.0,0.0,1276,0,0.0,0.0,1276,0,0.0,0.0,1276,0,0.0,1276,0,0.0,1276,0,0.0,1276,0,0.0,0,0.0,0,0.0,0.0,1276,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0
2013,6,1103193,15880,0,1271,0.0,0.0,0,0,0,0,1271,0,0.0,0,0.0,0.0,0.0,0.0,1271,0,0.0,0.0,1271,0,0.0,0.0,1271,0,0.0,0.0,1271,0,0.0,0.0,1271,0,0.0,1271,0,0.0,1271,0,0.0,1271,0,0.0,0,0.0,0,0.0,0.0,1271,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0
2013,6,353555,1397,0,2,12.9,5.38,1,1,0,1,3,3,14.26,48,5.38,47.22,1.58,10.55,2,0,0.0,0.0,2,21,3.57,23.77,2,0,0.0,0.0,2,85,0.0,0.0,15,0,0.0,15,0,0.0,15,0,0.0,15,17,0.0,4,0.0,0,0.0,0.0,1276,13,38.28,216.88,0.0,143.87,0.0,249,0,1,0,0.0,0
2013,6,39787,1033,0,1,0.55,15.85,1,1,0,1,21,2,11.92,111,14.05,99.68,2.69,17.92,2,0,0.0,0.0,2,59,12.09,80.57,2,0,0.0,0.0,2,97,1.8,0.06,1,8,0.48,1,25,1.32,1,0,0.0,1,11,0.0,0,0.0,0,0.0,0.0,1276,15,51.725,308.5,0.0,249.97,0.0,291,26,144,0,0.0,0
2013,6,1161288,51,0,34,0.0,0.0,0,0,0,0,39,0,0.0,0,0.0,0.0,0.0,0.0,34,0,0.0,0.0,34,0,0.0,0.0,34,0,0.0,0.0,34,0,0.0,0.0,39,0,0.0,39,0,0.0,39,0,0.0,39,0,0.0,0,0.0,0,0.0,0.0,1276,7,63.0,375.7,0.0,293.28,0.0,20,1,16,0,0.0,1
2013,6,1040912,15880,0,1271,0.0,0.0,0,0,0,0,1271,0,0.0,0,0.0,0.0,0.0,0.0,1271,0,0.0,0.0,1271,0,0.0,0.0,1271,0,0.0,0.0,1271,0,0.0,0.0,1271,0,0.0,1271,0,0.0,1271,0,0.0,1271,0,0.0,0,0.0,0,0.0,0.0,1271,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0
2013,6,929263,533,0,1,20.56,24.81,1,1,0,1,8,2,24.0,149,23.73,148.32,6.03,40.17,1,7,3.08,8.83,1,46,15.93,106.2,1,26,4.0,12.8,1,13,1.08,0.11,1,1,0.06,1,6,0.36,1,6,0.66,1,5,0.0,5,0.0,0,0.0,0.0,1276,8,82.0,469.8,22.48,358.67,27.67,41,2,22,13,0.0,0
2013,6,989576,430,0,4,0.01,0.0,1,0,0,0,1276,0,0.0,4,0.0,1.65,0.0,1.25,4,0,0.0,0.0,4,0,0.0,0.0,4,0,0.0,0.0,4,0,0.0,0.0,1276,0,0.0,1276,0,0.0,1276,0,0.0,1276,0,0.0,0,0.0,0,0.0,0.0,1276,0,0.0,2.45,0.0,0.0,0.0,0,0,0,0,0.0,1
2013,6,984663,397,0,2,0.88,4.24,1,1,0,1,26,1,5.0,19,3.82,27.2,1.58,10.55,5,0,0.0,0.0,5,8,0.72,4.77,5,0,0.0,0.0,5,7,0.42,0.06,2,0,0.0,2,7,0.42,2,0,0.0,2,5,0.0,0,0.0,0,0.0,0.0,65,3,15.0,45.83,0.0,17.45,0.0,148,41,107,0,4.98,0
2013,6,1123372,66,0,2,2.49,34.02,1,1,0,1,3,3,36.0,31,33.96,76.57,8.14,16.73,2,0,0.0,0.0,2,12,0.91,6.03,2,0,0.0,0.0,2,8,0.06,0.06,2,0,0.0,2,1,0.06,2,0,0.0,2,22,0.0,0,0.0,0,0.0,0.0,1276,6,51.0,106.1,0.0,9.0,0.0,16,0,1,0,0.0,0
2013,6,996274,428,0,1,25.09,8.22,1,0,0,1,23,2,20.0,64,8.22,464.37,3.05,55.45,1,0,0.0,0.0,1,46,5.17,436.53,1,0,0.0,0.0,1,0,0.0,0.0,1276,0,0.0,1276,0,0.0,1276,0,0.0,1276,5,0.0,0,0.0,0,0.0,0.0,1276,3,16.0,1508.18,0.0,1476.68,0.0,0,0,0,0,0.0,0
2013,6,419680,15880,0,1271,0.0,0.0,0,0,0,0,1271,0,0.0,0,0.0,0.0,0.0,0.0,1271,0,0.0,0.0,1271,0,0.0,0.0,1271,0,0.0,0.0,1271,0,0.0,0.0,1271,0,0.0,1271,0,0.0,1271,0,0.0,1271,0,0.0,0,0.0,0,0.0,0.0,1271,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1
2013,8,1196595,15947,0,1,0.0,0.0,0,0,0,1,1,1,0.0,0,0.0,0.0,0.0,0.0,1338,0,0.0,0.0,1338,0,0.0,0.0,1338,0,0.0,0.0,1338,0,0.0,0.0,1338,0,0.0,1338,0,0.0,1338,0,0.0,1338,0,0.0,0,0.0,0,0.0,0.0,1338,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1
2013,6,1128482,101,0,2,11.47,2.25,1,1,0,0,1276,0,0.0,10,0.15,1.0,0.15,1.0,12,0,0.0,0.0,12,5,0.15,1.0,12,0,0.0,0.0,12,18,2.1,0.25,2,0,0.0,2,6,0.36,2,0,0.0,2,3,0.0,0,0.0,0,0.0,0.0,1276,0,0.0,1.0,0.0,1.0,0.0,28,0,17,0,0.0,0
2013,6,981509,166,0,1,2.02,4.0,1,1,0,1,27,1,6.0,45,3.28,22.4,0.15,1.4,1,0,0.0,0.0,1,19,1.95,13.0,1,1,0.13,1.4,1,22,0.72,0.06,4,0,0.0,4,12,0.72,4,0,0.0,4,5,0.0,1,0.0,0,0.0,0.0,1276,2,18.0,55.62,0.0,32.07,2.0,56,0,44,1,0.0,0
2013,6,982231,308,0,1,3.66,3.69,1,1,0,1,4,1,4.0,113,3.39,22.93,0.39,2.58,1,0,0.0,0.0,1,78,3.39,22.58,1,0,0.0,0.0,1,6,0.3,0.06,2,0,0.0,2,5,0.3,2,0,0.0,2,38,0.0,0,0.0,0,0.0,0.0,1276,1,4.0,44.43,0.0,44.08,0.0,20,0,19,0,0.0,0
